Parent,Reference,SiO2 ,Al2O3 ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 ,MnO ,FeO *,K2O+Na2O,Cr2O3 
72275,381,48,13.5,10,10.5,0.29,0.25,1.4,,0.156,15,0.54,0.46
72275,381,47,17.9,9.43,11.7,0.39,0.47,1.8,,0.104,10.3,0.86,0.46
76503,400,38.1,10,10.7,9.93,0.4,0.02,12.1,0.02,0.23,17.1,0.42,0.58
76503,400,39.8,12.3,9.62,10.5,0.49,0.02,11.1,0.02,0.21,15.8,0.51,0.49
76503,400,38.9,10.1,5.74,11.3,0.45,0.06,13.3,0.11,0.26,19.3,0.51,0.6
76503,400,41.6,13.1,8.37,11.8,0.51,0.1,8.13,0.06,0.22,15.2,0.61,0.42
76503,400,43.58,12,8.65,11.3,0.31,0.05,5.83,0.04,0.25,17.8,0.36,0.49
76503,400,48.4,15.5,8.43,13.8,0.4,0.79,0.68,0.05,0.18,10.5,1.19,0.4
76503,,2.14,1.89,1.658,1.399,1.348,1.205,1.668,2.292,1.291,1.286,2.553,1.462
76503,141,43.8,13.65,7.05,10.7,0.38,0.15,4.9,,,19.35,0.53,0.28
Luna 16 G23,235,45.17,16.98,4.02,13.32,0.69,0.17,2.9,,0.22,13.21,0.86,0.08
Luna 16 G23,235,43.36,15.13,4.97,12.77,0.7,0.17,4.37,,0.27,17.48,0.87,0.23
Luna 16 G23,235,44.2,16.45,4.3,12.65,0.69,0.21,2.48,,0.2,13.67,0.9,0.09
Luna 16-10B-09,236,45.5,13.95,5.95,11.96,0.63,0.21,4.04,0.15,0.26,17.77,0.84,
Luna 16 313-15,233,47.5,12.7,10.2,11.9,0.6,0.2,0.35,0.05,0.27,15.8,0.8,0.32
303,318,46.3,20.2,2.32,14.8,0.83,0.44,1.02,0.23,0.17,11.1,1.27,0.06
302,318,47.3,19,3.1,14.3,0.68,0.32,2.03,0.13,0.21,12.1,1,0.1
301,318,46.3,19.3,3.8,15,0.52,0.19,2.16,0.05,0.2,12.9,0.71,0.09
303,318,46.7,16,3.7,15.4,0.55,0.25,2.48,0.1,0.23,14.1,0.8,0.16
312,318,44.6,16.5,4.6,14.3,0.39,0.18,3.5,0.02,0.23,15.3,0.57,0.16
312,318,43.2,14.3,4.9,13.4,0.47,0.21,4.8,0.06,0.27,16.4,0.68,0.21
301,318,44.1,14.5,5.2,14.2,0.5,0.24,3.7,0.05,0.26,16.6,0.74,0.14
303,318,45.6,14.2,5.2,13.3,0.34,0.24,3.5,0.11,0.25,17.3,0.58,0.21
312,318,43.7,12.1,6.3,12.2,0.45,0.24,4.8,0.1,0.3,18.8,0.69,0.16
301,318,42.6,19.4,4.1,12.2,0.56,0.29,1.05,0.07,0.22,18.7,0.85,0.05
301,318,41.3,11.5,12,9.3,0.39,0.17,1.93,0.05,0.28,21.6,0.56,0.45
21003,304,,13.4,7,11.9,0.513,0.18,5,,0.252,18,0.693,0.238
21013,304,,13.3,6,11.9,0.51,0.2,5.3,,0.26,18.6,0.71,0.217
21013,304,,13.3,6,11.7,0.554,0.21,5.1,,0.261,19.1,0.764,0.205
21036,336,46.5,13.9,11,11.6,0.03,,0.95,,0.3,14,0.03,0.39
21036,336,42.9,14.7,14.5,11.8,,,1.37,,0.22,13.5,0,0.29
21036,336,34.6,19.6,12.2,15.1,,,2.7,,0.18,14.4,0,0.19
21036,336,40,16.7,10.2,12.7,0.04,,3,,0.24,16,0.04,0.25
21036,336,36.5,19,11.1,13.9,,,3.43,,0.22,14.5,0,0.23
21036,336,43.1,16.1,9.65,11.8,0.17,,3.44,,0.21,15.2,0.17,0.26
21036,336,43.9,14.9,8.51,11.9,0.25,0.08,3.59,,0.23,15.1,0.33,0.31
21036,336,38.8,17.1,9.56,13.6,,,3.81,,0.24,15.5,0,0.2
21036,336,37.9,17,10.5,12.7,,,4.27,,0.22,16.4,0,0.22
21036,336,47.9,8.64,12.6,9.27,0.37,,0.77,,0.26,18.3,0.37,0.77
21036,336,45.7,10.8,11.9,10.4,0.31,0.03,1.64,,0.25,17.9,0.34,0.45
21036,336,46.4,9.84,12,9.7,0.15,0.03,2.29,,0.3,17.3,0.18,0.37
21036,336,43.3,10.1,9.17,10.3,0.16,0.04,5.58,,0.3,19.3,0.2,0.22
21036,336,39.1,9.33,9.61,9.96,0.26,0.12,8.87,,0.24,20.4,0.38,0.41
SAO 504,392,49,20.5,9,10,0.7,0.5,1.3,,,9,1.2,
L2010,393,46.1,10.4,10.5,12.9,0.5,,3.7,,,15.5,0.5,0.4
L2010,393,47.4,11,9,12.4,0.7,,2.2,,0.3,14.4,0.7,0.3
L2010,394,,,,13.29,,,,,,5.02,0,
L2010,394,,,,13.85,,,,,,5.92,0,
L2010,395,46.6,19.5,10.9,12.6,0.42,0.14,0.64,0.11,0.12,8.6,0.56,0.2
24109,222,,11.6,7,12.3,0.29,,1.3,,0.258,22.4,0.29,0.381
24077,222,,12.8,8,13.5,0.24,,1.1,,0.247,21.1,0.24,0.24
24109,222,,11.1,7,11.5,0.25,,1.1,,0.229,20.8,0.25,0.246
24109,222,,11.4,8,11.7,0.24,,1.3,,0.246,20.9,0.24,0.216
24149,222,,14.2,6,11.7,0.55,,2.3,,0.246,15.8,0.55,0.089
24174,223,44.2,7.7,18.2,7,0.15,0.05,0.62,0.03,0.43,21.6,0.2,0.53
24174,223,45.4,8.9,15.4,8.9,0.2,0.05,0.66,,0.37,19.2,0.25,0.21
24174,223,46.5,13.3,7.2,13.1,0.3,0.04,0.67,0.02,0.29,17.2,0.34,0.3
24174,223,46.4,13.7,6.5,13.3,0.28,0.04,0.79,,0.3,18.5,0.32,0.2
24174,223,47.9,12.3,7.1,13.7,0.23,0.01,0.71,,,17.9,0.24,0.2
24174,223,43.1,6.9,20.8,6.9,0.12,0.03,0.15,,0.25,20.1,0.15,0.65
24174,223,44.2,7.7,18.2,7,0.15,0.05,0.62,0.03,0.43,21.6,0.2,0.53
Luna 16,224,47.5,12.7,10.2,11.9,0.6,0.2,0.35,0.05,0.27,15.8,0.8,0.32
Avg. VLT Basalt,225,46.5,12.5,6.5,13.5,0.35,0.05,1,,0.25,18,0.4,0.2
24149,225,45,6.2,16.9,7.9,0.02,0.07,1.44,0.02,0.25,19,0.09,0.56
24174,225,44.5,9.6,15.5,8.9,0.24,0.01,0.7,0.02,0.32,19.1,0.25,0.63
24077,227,46,10.1,10.5,10.8,0.21,0.016,0.75,,0.26,22.4,0.226,0.424
24077,227,46,12.5,7.1,12.2,0.26,0.014,0.98,,0.278,21.5,0.274,0.296
24077,227,,12.8,8,13.5,0.24,,1.1,,0.247,21.1,0.24,0.24
24174,227,46,12.1,6,11.6,0.265,0.022,1.1,,0.28,22.1,0.287,0.3
24077,229,,,,,0.29,,,,,22.1,0.29,0.42
24077,229,,,,,0.63,,,,,0.77,0.63,0.018
24174,229,,,,,0.38,,,,,16.6,0.38,0.2
24170,230,43.9,19,5.2,14,0.5,0.06,0.74,,0.19,16.6,0.56,0.3
24143,230,45.3,12.4,7.5,12.2,0.37,0.03,1.16,,0.27,20.3,0.4,0.23
24067,230,45.5,13.9,6.3,13.3,0.37,0.02,0.96,0.02,0.24,18.4,0.39,0.13
24067,230,47.3,26.8,1.03,17.1,0.66,0.04,0.37,,0.11,6.99,0.7,
24067,230,47.6,9.94,13,12.2,0.21,0.03,0.2,,0.25,14.7,0.24,1.12
24067,230,41.09,10.35,11.59,8.64,0.29,0.02,0.58,,0.38,24.87,0.31,1.46
24067,230,47.1,12.8,7.16,12.9,0.3,0.04,1.27,,0.25,17.6,0.34,0.27
24067,230,44.8,11.1,10.4,9.94,0.32,0.18,0.82,,0.29,21.9,0.5,0.41
24109,231,45.2,13.8,6.35,12.7,0.24,0.01,0.89,,0.27,20.5,0.25,0.19
24077,231,46.2,13.9,7.77,13.2,0.2,,0.83,,0.3,17.5,0.2,0.3
24109,231,46.7,12.2,7.09,11.1,0.29,0.02,0.65,,0.34,21.7,0.31,0.23
24109,231,46.8,13.5,6.71,11.8,0.25,0.01,1,,0.23,20.4,0.26,0.29
24077,232,,,,,0.63,,,,,0.77,0.63,0.018
24174,232,,,,,0.38,,,,,16.6,0.38,0.2
24174,234,47.3,13.8,5.84,13.8,0.41,,0.39,,0.27,16.2,0.41,0.13
24174,234,47,14.9,5.57,14.9,0.38,,0.36,,0.25,16.2,0.38,0.1
24109,234,45.7,13.4,5.97,13.4,0.31,,0.38,,0.26,18.4,0.31,0.14
24109,234,47.1,16.3,5.03,16.3,0.37,,0.53,,0.2,14.9,0.37,0.17
24109,234,46.3,13.9,5.62,13.9,0.44,,0.68,,0.25,17.3,0.44,0.22
24210,234,46.5,18,4.66,18,0.41,,0.38,,0.2,13.1,0.41,0.14
24077,239,,13.4,10,12.7,0.3,,1,,0.251,17.6,0.3,0.316
24077,239,,12.8,8,13.5,0.24,,1.1,,0.247,21.1,0.24,0.24
24109,239,,11.1,7,11.5,0.25,,1.1,,0.229,20.8,0.25,0.246
24109,239,,11.6,7,12.3,0.29,,1.3,,0.258,22.4,0.29,0.381
24149,239,,11.4,8,11.7,0.24,,1.3,,0.246,20.9,0.24,0.216
24149,239,,11.9,10,11.1,0.26,,1.1,,0.225,19.5,0.26,0.32
24149,239,,14.2,6,11.7,0.55,,2.3,,0.246,15.8,0.55,0.089
24174,239,,17.2,5,13.4,0.38,,0.7,,0.208,17.7,0.38,0.067
24182,241,43.5,34.4,0.5,19.2,0.693,0.013,0.14,,0.015,1,0.706,0.0094
Avg Luna 24 basalt,233,46.7,14,6.6,13.2,0.31,0.04,0.69,0.02,0.28,17.1,0.35,0.28
Avg VLT,321,46.5,12.5,6.5,13.5,0.35,,1,,0.25,18,0.35,0.15
"A6, A13, B12, B33",319,47,10.5,7.3,13.9,0.24,0.03,0.96,0.03,0.27,20.1,0.27,0.18
All ,319,46.1,13.1,6.7,13,0.3,0.03,0.85,0.02,0.28,18.5,0.33,0.24
B31,319,42.6,9.6,10.1,12.32,0.21,0.04,0.67,0.05,0.26,21.2,0.25,0.56
B26,319,43.5,23.4,4.5,15.6,0.25,0.06,0.4,0.04,0.12,23.4,0.31,0.12
A20,319,45.3,18.6,7.4,15.6,0.25,0.06,0.54,0.04,0.17,18.6,0.31,0.28
B6,319,46.1,15.2,8.6,12.2,0.24,0.07,0.56,0.04,0.2,15.2,0.31,0.19
24109,327,46.6,12.9,6.3,13.3,0.31,0.04,0.86,0.04,0.2,17.4,0.35,0.15
24109,327,48.3,12,6.8,12.7,0.4,0.04,1.06,0.02,0.25,18.1,0.44,0.35
24109,327,44.6,12.7,6.5,13.7,0.29,0.03,0.8,,0.26,17.8,0.32,0.15
24149,327,46.1,11.9,6.2,12.8,0.02,0.04,1.14,0.02,0.24,17.4,0.06,0.08
24077,327,42.8,16.4,6.2,15.3,0.41,0.06,0.3,0.01,0.24,15.3,0.47,0.09
24077,327,43.8,12.7,8,13.5,0.36,0.05,0.35,0.02,0.3,20.3,0.41,0.13
24077,327,44.25,11.6,7.6,12.7,0.36,0.04,0.09,0.05,0.3,20.5,0.4,0.2
24109,327,46,15.8,5.8,13.9,0.3,0.03,0.84,0.04,0.15,15.5,0.33,0.21
24109,327,46.4,15.8,5.8,13.9,0.34,0.03,0.28,,0.17,16.3,0.37,0.07
24182,327,47.8,14.8,5.9,13.9,0.32,0.03,0.31,0.03,0.25,15.8,0.35,0.04
24149,327,45,6.2,16.9,7.9,0.02,0.07,1.44,0.02,0.25,19,0.09,0.56
24088/24105,334,47.4,17.8,12.9,12.1,0.24,,0.12,,0.32,7.04,0.24,0.34
24088/24105,334,46.1,13.3,9.75,11,0.29,,0.25,,0.23,18.4,0.29,0.36
24105,334,47.7,7.13,3.65,9.5,0.52,0.04,0.45,,0.45,29.9,0.56,0.03
24182,341,46.82,12.58,6.65,12.49,0.1,0.02,1,,0.24,20.46,0.12,0.16
24109,341,45.2,13.8,6.35,12.7,0.24,0.01,0.89,,0.27,20.5,0.25,0.19
24077,342,44.64,14.34,5.4,11.27,0.41,,1.62,,,20.18,0.41,0.31
24174,342,45.6,12.17,5.59,12.04,0.36,,0.75,,,20.77,0.36,0.12
24109,342,45.9,14.4,5.65,12.99,0.43,,0.94,,,16.92,0.43,0.31
24210,342,46.5,17.96,4.66,15.36,0.41,,0.38,,,13.09,0.41,0.14
24109,342,46.56,10.24,9.04,11.08,0.14,,0.55,,,18.46,0.14,0.35
24109,342,45.67,13.44,5.97,13.21,0.31,,0.38,,,18.4,0.31,0.14
24109,342,45.08,8.01,13.36,9.65,0.07,,0.45,,,19,0.07,0.54
24109,342,45.57,10.4,13.83,9.7,0.24,,0.66,,,17.64,0.24,0.64
24077,386,46.2,13.9,7.77,13.2,0.2,,0.83,,0.3,17.5,0.2,0.3
24109,386,45.2,13.8,6.35,12.7,0.24,0.01,0.89,,0.27,20.5,0.25,0.19
